chr1	24646666	24649029	circular_RNA/1	1	+	24646666	24646666	0,0,0	2	123,171	0,2192	1	circRNA	SRRM1	NM_001303448	3,4	chr1:24646073-24646666|chr1:24649029-24649970
chr1	24646666	24649029	circular_RNA/1	1	+	24646666	24646666	0,0,0	2	123,1951	0,412	1	circRNA	SRRM1	NM_001366565	3,4	chr1:24646073-24646666|chr1:24649029-24649970
chr1	24646666	24649029	circular_RNA/1	1	+	24646666	24646666	0,0,0	3	123,130,171	0,412,2192	1	circRNA	SRRM1	NM_001366566	3,4,5	chr1:24646073-24646666|chr1:24649029-24649970
chr1	24646666	24649029	circular_RNA/1	1	+	24646666	24646666	0,0,0	1	2363	0	1	circRNA	SRRM1	NM_001366568	3	chr1:24646073-24646666|chr1:24649029-24649970
chr1	42188736	42205863	circular_RNA/1	1	-	42188736	42188736	0,0,0	6	192,102,417,175,129,102	0,566,2566,6153,10365,17025	1	circRNA	FOXJ3	NM_001198851	13,12,11,10,9,8	chr1:42182024-42188736|chr1:42205863-42227882
chr1	51405904	51406108	circular_RNA/1	0	-	51405904	51405904	0,0,0	1	204	0	1	circRNA	EPS15	NM_001159969	4	chr1:51403532-51405904|chr1:51406108-51408134
chr1	113825141	113834439	circular_RNA/1	1	-	113825141	113825141	0,0,0	5	31,116,81,28,131	0,4450,4807,7969,9167	1	circRNA	PTPN22	NM_015967	19,18,17,16,15	chr1:113819654-113825141|chr1:113834439-113834909
chr1	113825141	113834439	circular_RNA/1	1	-	113825141	113825141	0,0,0	5	31,116,81,28,47	0,4450,4807,7969,9251	1	circRNA	PTPN22	NM_001193431	19,18,17,16,15	chr1:113819654-113825141|chr1:113834439-113834909
chr1	145294020	145306065	circular_RNA/1	1	-	145294020	145294020	0,0,0	15	52,173,52,173,109,173,52,173,52,93,80,52,173,109,173	0,761,1546,2317,3118,3941,4766,5527,6308,7079,8796,9512,10273,11049,11872	1	circRNA	NBPF20	NM_001278267	135,134,133,132,131,130,129,128,127,126,125,124,123,122,121	chr1:145293376-145294020|chr1:145306065-145306715
chr1	145308252	145386946	circular_RNA/1	1	-	145308252	145308252	0,0,0	100	109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173	0,823,1644,2405,3184,3955,4756,5579,6412,7173,7954,8725,9528,10351,11182,11943,12716,13487,14290,15113,15932,16693,17466,18237,19038,19861,20692,21453,22233,23004,23805,24628,25445,26206,26989,27760,28561,29384,30201,30962,31743,32514,33311,34134,34955,35716,36497,37268,38069,38892,39725,40486,41267,42038,42841,43664,44489,45250,46031,46802,47603,48426,49237,49998,50778,51549,52350,53173,53990,54751,55532,56303,57104,57927,58750,59511,60292,61063,61864,62687,63498,64259,65040,65811,66612,67435,68252,69013,69790,70561,71364,72187,73004,73765,74546,75317,76118,76941,77760,78521	1	circRNA	NBPF20	NM_001278267	118,117,116,115,114,113,112,111,110,109,108,107,106,105,104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19	chr1:145307649-145308252|chr1:145386946-145387546
chr1	145344749	145367936	circular_RNA/1	1	-	145344749	145344749	0,0,0	30	52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173	0,771,1572,2395,3228,3989,4770,5541,6344,7167,7992,8753,9534,10305,11106,11929,12740,13501,14281,15052,15853,16676,17493,18254,19035,19806,20607,21430,22253,23014	1	circRNA	NBPF20	NM_001278267	72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43	chr1:145344141-145344749|chr1:145367936-145368544
chr1	145356678	145370225	circular_RNA/1	0	-	145356678	145356678	0,0,0	18	173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109	0,811,1572,2352,3123,3924,4747,5564,6325,7106,7877,8678,9501,10324,11085,11866,12637,13438	1	circRNA	NBPF20	NM_001278267	57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40	chr1:145355964-145356678|chr1:145370225-145370939
chr1	146100324	146104396	circular_RNA/1	1	-	146100324	146100324	0,0,0	6	52,173,52,173,109,173	0,761,1530,2301,3076,3899	1	circRNA	NBPF10	NM_001039703	47,46,45,44,43,42	chr1:146099674-146100324|chr1:146104396-146105042
chr1	149522864	149525440	circular_RNA/1	1	+	149522864	149522864	0,0,0	4	173,52,173,109	0,882,1580,2467	1	circRNA	NBPF19	NM_001351365	53,54,55,56	chr1:149522262-149522864|chr1:149525440-149526069
chr1	207533408	207550953	circular_RNA/1	1	+	207533408	207533408	0,0,0	8	180,100,86,399,177,103,86,219	0,788,6572,8773,11899,12167,13862,17326	1	circRNA	CR1	NM_000651	10,11,12,13,14,15,16,17	chr1:207532398-207533408|chr1:207550953-207551963
