chr1	13778417	13782831	circular_RNA/1	1	+	13778417	13778417	0,0,0	1	4414	0	1	circRNA	PRDM2	NM_015866	8	chr1:13773188-13778417|chr1:13782831-13786514
chr1	28742402	28743986	circular_RNA/1	1	+	28742402	28742402	0,0,0	1	1584	0	1	circRNA	YTHDF2	NM_001173128	5	chr1:28738338-28742402|chr1:28743986-28768928
chr1	41575543	41585318	circular_RNA/1	0	-	41575543	41575543	0,0,0	2	146,5582	0,4193	1	circRNA	HIVEP3	NM_001127714	4,3	chr1:41524910-41575543|chr1:41585318-41628748
chr1	145307476	145324236	circular_RNA/1	1	-	145307476	145307476	0,0,0	22	173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52	0,776,1599,2420,3181,3960,4731,5532,6355,7188,7949,8730,9501,10304,11127,11958,12719,13492,14263,15066,15889,16708	1	circRNA	NBPF20	NM_001278267	119,118,117,116,115,114,113,112,111,110,109,108,107,106,105,104,103,102,101,100,99,98	chr1:145306767-145307476|chr1:145324236-145324945
chr1	145311436	145348911	circular_RNA/1	1	-	145311436	145311436	0,0,0	48	52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173	0,771,1572,2395,3228,3989,4770,5541,6344,7167,7998,8759,9532,10303,11106,11929,12748,13509,14282,15053,15854,16677,17508,18269,19049,19820,20621,21444,22261,23022,23805,24576,25377,26200,27017,27778,28559,29330,30127,30950,31771,32532,33313,34084,34885,35708,36541,37302	1	circRNA	NBPF20	NM_001278267	114,113,112,111,110,109,108,107,106,105,104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67	chr1:145310830-145311436|chr1:145348911-145349519
chr1	145319434	145342559	circular_RNA/1	1	-	145319434	145319434	0,0,0	30	52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173	0,761,1534,2305,3108,3931,4750,5511,6284,7055,7856,8679,9510,10271,11051,11822,12623,13446,14263,15024,15807,16578,17379,18202,19019,19780,20561,21332,22129,22952	1	circRNA	NBPF20	NM_001278267	104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75	chr1:145318776-145319434|chr1:145342559-145343207
chr1	145771710	145788966	circular_RNA/1	1	-	145771710	145771710	0,0,0	3	209,58,59	0,12828,17197	1	circRNA	RNF115	NM_014455	4,3,2	chr1:145753049-145771710|chr1:145788966-145823771
chr1	146086163	146094952	circular_RNA/1	1	-	146086163	146086163	0,0,0	12	52,173,52,173,109,173,52,173,52,173,109,173	0,760,1529,2300,3075,3898,4717,5478,6247,7018,7793,8616	1	circRNA	NBPF10	NM_001039703	65,64,63,62,61,60,59,58,57,56,55,54	chr1:146085513-146086163|chr1:146094952-146095602
chr1	148533860	148536396	circular_RNA/1	1	-	148533860	148533860	0,0,0	4	109,173,52,173	0,823,1592,2363	1	circRNA	NBPF14	NM_015383	65,64,63,62	chr1:148533248-148533860|chr1:148536396-148537010
chr1	148542553	148551261	circular_RNA/1	0	-	148542553	148542553	0,0,0	12	173,52,173,52,173,109,173,52,173,52,173,109	0,809,1570,2339,3110,3891,4714,5517,6278,7047,7818,8599	1	circRNA	NBPF14	NM_015383	54,53,52,51,50,49,48,47,46,45,44,43	chr1:148541839-148542553|chr1:148551261-148551975
chr1	148544892	148558424	circular_RNA/1	1	-	148544892	148544892	0,0,0	18	52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173	0,771,1552,2375,3178,3939,4708,5479,6260,7083,7886,8647,9416,10187,10974,11797,12598,13359	1	circRNA	NBPF14	NM_015383	51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34	chr1:148544296-148544892|chr1:148558424-148559020
chr1	148549600	148553712	circular_RNA/1	1	-	148549600	148549600	0,0,0	6	52,173,109,173,52,173	0,771,1552,2375,3178,3939	1	circRNA	NBPF14	NM_015383	45,44,43,42,41,40	chr1:148549004-148549600|chr1:148553712-148554308
chr1	149489560	149511174	circular_RNA/1	1	+	149489560	149489560	0,0,0	28	173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109	0,882,1578,2465,3207,4099,4757,5639,6341,7228,7964,8856,9512,10394,11096,11983,12725,13617,14273,15155,15857,16744,17486,18378,19034,19916,20618,21505	1	circRNA	NBPF19	NM_001351365	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38	chr1:149488956-149489560|chr1:149511174-149511807
chr1	149497524	149520683	circular_RNA/1	1	+	149497524	149497524	0,0,0	30	173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109	0,892,1548,2430,3132,4019,4761,5653,6309,7191,7893,8780,9522,10414,11070,11952,12654,13541,14283,15175,15831,16713,17411,18297,19039,19931,20585,21467,22163,23050	1	circRNA	NBPF19	NM_001351365	21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50	chr1:149496897-149497524|chr1:149520683-149521318
chr1	207539980	207569946	circular_RNA/1	1	+	207539980	207539980	0,0,0	16	86,399,177,103,86,219,180,100,86,399,177,103,86,219,180,100	0,2201,5327,5595,7290,10754,11983,12771,18557,20758,23883,24151,25857,27843,29078,29866	1	circRNA	CR1	NM_000651	12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	chr1:207534296-207539980|chr1:207569946-207575594
chr1	207542181	207575680	circular_RNA/1	0	+	207542181	207542181	0,0,0	16	399,177,103,86,219,180,100,86,399,177,103,86,219,180,100,86	0,3126,3394,5089,8553,9782,10570,16356,18557,21682,21950,23656,25642,26877,27665,33413	1	circRNA	CR1	NM_000651	13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	chr1:207540066-207542181|chr1:207575680-207577804
chr1	235780864	235782087	circular_RNA/1	1	-	235780864	235780864	0,0,0	2	191,161	0,1062	1	circRNA	LYST	NM_001301365	16,15	chr1:235777308-235780864|chr1:235782087-235787199
