chr1	15937162	15938006	circular_RNA/1	1	+	15937162	15937162	0,0,0	2	483,195	0,649	1	circRNA	SPEN	NM_015001	12,13	chr1:15936266-15937162|chr1:15938006-15938717
chr1	28035543	28048426	circular_RNA/1	1	-	28035543	28035543	0,0,0	4	137,67,80,44	0,3295,7027,12839	1	circRNA	EYA3	NM_001990	6,5,4,3	chr1:28027926-28035543|chr1:28048426-28057993
chr1	28035543	28048426	circular_RNA/1	1	-	28035543	28035543	0,0,0	3	137,67,44	0,3295,12839	1	circRNA	EYA3	NM_001282562	5,4,3	chr1:28027926-28035543|chr1:28048426-28057993
chr1	33294936	33295305	circular_RNA/1	1	+	33294936	33294936	0,0,0	2	79,159	0,210	1	circRNA	ZNF362	NM_152493	7,8	chr1:33281811-33294936|chr1:33295305-33298929
chr1	103565434	103575540	circular_RNA/1	0	+	103565434	103565434	0,0,0	8	160,214,147,198,231,134,123,100	0,6122,6675,7628,8273,8825,9788,10006	1	circRNA	AMY2B	NM_020978	2,3,4,5,6,7,8,9	chr1:103555109-103565434|chr1:103575540-103577489
chr1	145297138	145374236	circular_RNA/1	1	-	145297138	145297138	0,0,0	97	109,173,52,173,52,93,80,52,173,109,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173	0,823,1648,2409,3190,3961,5678,6394,7155,7931,8754,9577,10338,11114,11937,12758,13519,14298,15069,15870,16693,17526,18287,19068,19839,20642,21465,22296,23057,23830,24601,25404,26227,27046,27807,28580,29351,30152,30975,31806,32567,33347,34118,34919,35742,36559,37320,38103,38874,39675,40498,41315,42076,42857,43628,44425,45248,46069,46830,47611,48382,49183,50006,50839,51600,52381,53152,53955,54778,55603,56364,57145,57916,58717,59540,60351,61112,61892,62663,63464,64287,65104,65865,66646,67417,68218,69041,69864,70625,71406,72177,72978,73801,74612,75373,76154,76925	1	circRNA	NBPF20	NM_001278267	131,130,129,128,127,126,125,124,123,122,121,120,119,118,117,116,115,114,113,112,111,110,109,108,107,106,105,104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35	chr1:145296510-145297138|chr1:145374236-145374864
chr1	146086163	146090234	circular_RNA/1	1	-	146086163	146086163	0,0,0	6	52,173,52,173,109,173	0,760,1529,2300,3075,3898	1	circRNA	NBPF10	NM_001039703	65,64,63,62,61,60	chr1:146085513-146086163|chr1:146090234-146090880
chr1	148546444	148559965	circular_RNA/1	1	-	148546444	148546444	0,0,0	18	109,173,52,173,52,173,109,173,52,173,52,173,109,173,52,173,52,173	0,823,1626,2387,3156,3927,4708,5531,6334,7095,7864,8635,9422,10245,11046,11807,12576,13348	1	circRNA	NBPF14	NM_015383	49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32	chr1:148545836-148546444|chr1:148559965-148560583
chr1	155767424	155777820	circular_RNA/1	1	-	155767424	155767424	0,0,0	6	117,151,145,172,87,199	0,3642,5641,7577,8970,10197	1	circRNA	GON4L	NM_001282856	20,19,18,17,16,15	chr1:155766709-155767424|chr1:155777820-155783985
chr2	32478634	32500109	circular_RNA/1	1	+	32478634	32478634	0,0,0	11	184,156,134,154,117,155,127,111,134,128,563	0,827,2685,3794,7008,9012,9953,11406,12790,14905,20912	1	circRNA	BIRC6	NM_016252	36,37,38,39,40,41,42,43,44,45,46	chr2:32477583-32478634|chr2:32500109-32501712
